"Product title","Product variant title","Product variant SKU","Week","Ending inventory units","Inventory units sold"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","10262","2026-06-15",69,9
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","75003","2026-06-15",58,0
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","10233","2026-06-15",45,4
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","66947","2026-06-15",41,0
"Robes in Deep Teal","Laura Robe / Long","10175","2026-06-15",27,1
"Robes in Black","Laura Robe / Long","10168","2026-06-15",34,3
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","45212","2026-06-15",94,1
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","10273","2026-06-15",23,1
"Robes in Vintage Floral","Mia Robe / Short","10194","2026-06-15",-2,0
"Baby Swaddle Set: Vintage Floral","Hat & Bow",,"2026-06-15",-6,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","66945","2026-06-15",24,0
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","20011","2026-06-15",55,3
"Robes in Plum","Mia Robe / Short","10186","2026-06-15",3,2
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months",,"2026-06-15",28,0
"Finley Romper in Emerald","Emerald / 9-12 Months",,"2026-06-15",82,0
"Robes in Emerald","Mia Robe / Short","10182","2026-06-15",62,2
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","94224","2026-06-15",24,0
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","10230","2026-06-15",66,0
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","62001","2026-06-15",30,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","75028","2026-06-15",54,0
"Lila Labor & Postpartum Gown in Sage","Sage / Petite",,"2026-06-15",0,0
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","10211","2026-06-15",17,0
"Amelia Labor & Postpartum Gown in Black","Black / Standard","10222","2026-06-15",109,2
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","10216","2026-06-15",12,6
"Robes in Emerald","Laura Robe / Long","10162","2026-06-15",1,0
"Amelia Labor & Postpartum Gown Lilac","Full Figure","29706","2026-06-15",42,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","75018","2026-06-15",55,5
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months",,"2026-06-15",19,0
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite",,"2026-06-15",2,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","75006","2026-06-15",0,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","75008","2026-06-15",18,0
"Finley Romper in Sage","Sage / 6-9 Months","94232","2026-06-15",14,1
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","10223","2026-06-15",98,11
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","12237","2026-06-15",65,0
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","10094","2026-06-15",66,26
"Finley Romper in Plum","Plum / 6-9 Months","31116","2026-06-15",112,0
"Baby Swaddle Set: Deep Teal","Hat & Bow","10024","2026-06-15",-2,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","75021","2026-06-15",16,3
"Finley Romper in Lilac","Lilac / 6-9 Months","94235","2026-06-15",18,0
"Finley Romper in Lilac","Lilac / Newborn","94233","2026-06-15",17,0
"Lila Labor & Postpartum Gown in Black","Black / Curve","10260","2026-06-15",160,12
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite",,"2026-06-15",61,0
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","17003","2026-06-15",71,0
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","940218","2026-06-15",22,0
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","12234","2026-06-15",40,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","75016","2026-06-15",42,0
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","10274","2026-06-15",55,0
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","10266","2026-06-15",69,4
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","10101","2026-06-15",221,13
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","940217","2026-06-15",-2,0
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","10265","2026-06-15",33,6
"Finley Romper in Emerald","Emerald / 18-24 Months",,"2026-06-15",3,0
"Robes in Midnight Blue","Mia Robe / Short",,"2026-06-15",75,0
"Robes in Black","Mia Robe / Short","10188","2026-06-15",-2,0
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","10103","2026-06-15",217,28
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","45101","2026-06-15",101,13
"Finley Romper in Plum","Plum / 3-6 Months","31115","2026-06-15",-1,0
"Robes in Lilac","Laura Robe / Long","29709","2026-06-15",43,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","75005","2026-06-15",32,1
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","10263","2026-06-15",88,2
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","10229","2026-06-15",84,0
"TENS Unit for Labor","Default Title","20202","2026-06-15",1703,127
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","113011","2026-06-15",39,2
"Finley Romper in Emerald","Emerald / Newborn","94221","2026-06-15",-5,0
"Robes in Lilac","Mia Robe / Short","29711","2026-06-15",40,1
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","10215","2026-06-15",63,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","75024","2026-06-15",61,3
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","10227","2026-06-15",43,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","75011","2026-06-15",120,3
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","66944","2026-06-15",43,1
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","10110","2026-06-15",159,9
"Finley Romper in Black","Black / 12-18 Months","10201","2026-06-15",40,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","66946","2026-06-15",43,0
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","10107","2026-06-15",142,4
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","75030","2026-06-15",43,0
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","17002","2026-06-15",61,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","75001","2026-06-15",23,0
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","10276","2026-06-15",71,6
"Robes in Vintage Floral","Laura Robe / Long","10174","2026-06-15",-1,0
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","10112","2026-06-15",380,27
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","45213","2026-06-15",47,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","75009","2026-06-15",110,0
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","62000","2026-06-15",84,1
"Amelia Labor & Postpartum Gown Lilac","Curve","29707","2026-06-15",54,1
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","942229","2026-06-15",74,5
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","107780","2026-06-15",27,1
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","940220","2026-06-15",20,0
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite",,"2026-06-15",58,3
"Finley Romper in Black","Black / Newborn","10197","2026-06-15",81,1
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months",,"2026-06-15",19,0
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","20121","2026-06-15",81,10
"Robes in Midnight Blue","Laura Robe / Long","10904","2026-06-15",51,1
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","10100","2026-06-15",258,27
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","75007","2026-06-15",0,0
"Finley Romper in Black","Black / 9-12 Months","10200","2026-06-15",60,0
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","10271","2026-06-15",23,1
"Finley Romper in Lilac","Lilac / 3-6 Months","94234","2026-06-15",31,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","66943","2026-06-15",38,0
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","0","2026-06-15",48,2
"Baby Swaddle Set: Dusty Rose","Hat & Bow","10025","2026-06-15",-2,1
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","20117","2026-06-15",71,1
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","20119","2026-06-15",68,11
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","24226","2026-06-15",31,0
"Robes in Sage","Laura Robe / Long","10170","2026-06-15",26,4
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","11307","2026-06-15",45,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","75019","2026-06-15",53,1
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","10092","2026-06-15",304,8
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","10074","2026-06-15",85,5
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","10272","2026-06-15",39,2
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","17001","2026-06-15",60,0
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","10221","2026-06-15",15,0
"Finley Romper in Black","Black / 6-9 Months","10199","2026-06-15",3,0
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","24225","2026-06-15",99,0
"Baby Swaddle Set: Midnight Blue","Hat & Bow",,"2026-06-15",-3,5
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","10226","2026-06-15",42,0
"Finley Romper in Plum","Plum / Newborn","31114","2026-06-15",62,1
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","10225","2026-06-15",92,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","75010","2026-06-15",13,3
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","94224","2026-06-15",24,0
"Finley Romper in Deep Teal","Deep Teal / Newborn","10209","2026-06-15",109,0
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","10213","2026-06-15",64,0
"Baby Swaddle Set: Black","Hat & Bow","10123","2026-06-15",100,5
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","11302","2026-06-15",103,5
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","10210","2026-06-15",0,0
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","10217","2026-06-15",11,0
"Robes in Dusty Rose","Laura Robe / Long","10164","2026-06-15",11,6
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","107778","2026-06-15",46,4
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","12235","2026-06-15",31,3
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite",,"2026-06-15",29,2
"Amelia Labor & Postpartum Gown in Black","Black / Curve","10270","2026-06-15",101,2
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","20006","2026-06-15",97,4
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","10220","2026-06-15",10,0
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months",,"2026-06-15",20,0
"Baby Swaddle Set: Sage","Hat & Bow","94562","2026-06-15",-5,0
"Finley Romper in Sage","Sage / Newborn","94230","2026-06-15",0,0
"Finley Romper in Sage","Sage / 3-6 Months","94231","2026-06-15",4,2
"Robes in Sage","Mia Robe / Short","10190","2026-06-15",56,1
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","11300","2026-06-15",112,0
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","10218","2026-06-15",6,0
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","10261","2026-06-15",177,2
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","10095","2026-06-15",132,14
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","10109","2026-06-15",237,28
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","45102","2026-06-15",166,4
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","45210","2026-06-15",-6,3
"Finley Romper in Emerald","Emerald / 6-9 Months","94223","2026-06-15",18,0
"Baby Swaddle Set: Lilac","Hat & Bow",,"2026-06-15",144,0
"Robes in Periwinkle","Mia Robe / Short","10192","2026-06-15",23,1
"Finley Romper in Periwinkle","Periwinkle / Newborn",,"2026-06-15",-1,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","75022","2026-06-15",39,2
"Lila Labor & Postpartum Gown in Black","Black / Standard","10156","2026-06-15",315,65
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite",,"2026-06-15",0,1
"Finley Romper in Black","Black / 18-24 Months","10202","2026-06-15",83,0
"Robes in Dusty Rose","Mia Robe / Short","10184","2026-06-15",30,3
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","940221","2026-06-15",25,0
"Amelia Labor & Postpartum Gown Lilac","Standard","29705","2026-06-15",0,3
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","75023","2026-06-15",-2,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","75026","2026-06-15",36,0
"Baby Swaddle Set: Emerald","Hat & Bow",,"2026-06-15",-3,0
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","10219","2026-06-15",5,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","75002","2026-06-15",45,3
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","75029","2026-06-15",46,0
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","10231","2026-06-15",12,8
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","75004","2026-06-15",58,0
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","10023","2026-06-15",58,14
"Finley Romper in Emerald","Emerald / 3-6 Months","94222","2026-06-15",68,0
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","10275","2026-06-15",34,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","75000","2026-06-15",58,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","75027","2026-06-15",35,1
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","10303","2026-06-15",454,21
"Robes in Periwinkle","Laura Robe / Long","10172","2026-06-15",69,1
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months",,"2026-06-15",44,0
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","107779","2026-06-15",17,10
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","10097","2026-06-15",122,5
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","940209","2026-06-15",165,16
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","20005","2026-06-15",97,19
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","20114","2026-06-15",146,5
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","10098","2026-06-15",75,5
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","10106","2026-06-15",229,24
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","10104","2026-06-15",133,11
"Robes in Plum","Laura Robe / Long","10166","2026-06-15",1,3
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","10232","2026-06-15",79,3
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","940216","2026-06-15",-4,0
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","10228","2026-06-15",81,3
"Baby Swaddle Set: Plum","Hat",,"2026-06-15",-3,0
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","10073","2026-06-15",12,3
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite",,"2026-06-15",140,3
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","10264","2026-06-15",27,2
"Robes in Deep Teal","Mia Robe / Short","10196","2026-06-15",18,4
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","101201","2026-06-15",123,5
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","10091","2026-06-15",422,17
"Baby Swaddle Set: Periwinkle","Hat & Bow",,"2026-06-15",-2,0
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","940219","2026-06-15",31,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","75017","2026-06-15",37,3
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months",,"2026-06-22",19,0
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","107778","2026-06-22",41,5
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","75008","2026-06-22",17,1
"Finley Romper in Emerald","Emerald / Newborn","94221","2026-06-22",-6,1
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","940220","2026-06-22",20,0
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","940216","2026-06-22",-4,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","75022","2026-06-22",37,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","75026","2026-06-22",36,0
"Baby Swaddle Set: Emerald","Hat & Bow",,"2026-06-22",-3,0
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","10107","2026-06-22",135,7
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","12235","2026-06-22",31,0
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","10265","2026-06-22",26,7
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","10109","2026-06-22",189,51
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","45102","2026-06-22",156,10
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","75016","2026-06-22",42,0
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","10274","2026-06-22",55,0
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","10262","2026-06-22",63,6
"Finley Romper in Black","Black / Newborn","10197","2026-06-22",77,4
"Robes in Dusty Rose","Laura Robe / Long","10164","2026-06-22",7,4
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","10110","2026-06-22",149,10
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","75005","2026-06-22",29,3
"Robes in Lilac","Laura Robe / Long","29709","2026-06-22",40,3
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","10231","2026-06-22",5,9
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","75030","2026-06-22",43,0
